year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice
2011,Honda,CR-V,EX-L,SUV,automatic,5j6re3h79bl048698,ca,38,39379,white,gray,ahfc/honda lease trust/hvt  inc.,16750,17800
2012,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfafl7ca093223,ca,38,39272,blue,black,california auto exchange,19500,20250
2011,Hyundai,Equus,Signature,Sedan,automatic,kmhgh4jf3bu036449,ca,38,38964,silver,black,hyundai motor finance,24700,25500
2013,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk5dr275482,ca,38,38882,red,beige,avis corporation,13200,13500
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap7dl659496,ca,38,38775,red,black,merchants automotive group,10450,10900
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae8dh375848,ca,38,38594,gray,gray,avis corporation,11350,11800
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0cg4cr283701,ca,38,38531,white,black,ge fleet services for itself/servicer,13400,14750
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdc256245,ca,38,38444,gray,black,avis rac/san leandro,12850,13500
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap4dc259156,ca,38,38395,white,black,merchants automotive group,12850,13100
2012,Kia,Forte,Koup EX,Koup,automatic,knafu6a20c5640974,ca,38,37022,white,black,kia motors finance,9750,11500
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn429617,ca,38,36396,White,black,nissan-infiniti lt,12250,12400
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn454566,ca,38,36353,white,black,nissan-infiniti lt,12250,12000
2012,Honda,Pilot,EX-L,SUV,automatic,5fnyf3h57cb025342,ca,38,35501,black,gray,onemain rem/m&m auto traders,23900,23500
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee8dp080393,ca,38,35400,gray,gray,remarketing by ge/flagship credit acceptance,11500,11700
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c59cdx05260,ca,38,35294,white,tan,l m auto wholesale,31600,28000
2012,Hyundai,Accent,GS,Hatchback,automatic,kmhct5ae5cu018014,ca,38,35087,black,gray,hyundai motor finance,8650,9600
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9dh760050,ca,38,34745,white,tan,avis corporation,12250,12700
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9ch398817,ca,38,34363,white,beige,hyundai motor finance,11700,11700
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hbxcr213327,ca,38,34087,White,black,mercedes-benz financial services,21700,20000
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha5cr125131,ca,38,34063,black,black,ford motor credit company llc pd,11450,11400
2012,Honda,Odyssey,EX,Minivan,automatic,5fnrl5h48cb029268,ca,38,32967,burgundy,beige,ahfc/honda lease trust/hvt  inc. eot,18050,20100
2011,Chevrolet,Camaro,2LT,Convertible,automatic,2g1fc3dd3b9210397,ca,38,32841,black,black,the car exchange,17350,18800
2011,Jaguar,XF,Supercharged,Sedan,automatic,sajwa0he7bmr84204,ca,38,31796,gray,black,jpmorgan chase bank n.a.,30700,31500
2012,Toyota,Highlander,Base,SUV,automatic,5tdzk3eh4cs059863,ca,38,31180,blue,beige,i auto sales inc,22800,21500
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f53ce384838,ca,38,30961,white,black,ahfc/honda lease trust/hvt  inc. eot,12400,12500
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap3bn409950,ca,38,30472,white,black,nissan-infiniti lt,11750,12250
2013,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk5du259552,ca,38,30392,black,black,jpmorgan chase bank n.a.,15200,15700
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f39ca103262,ca,38,27263,silver,gray,ahfc/honda lease trust/hvt  inc. eot,12250,14100
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap7dc157978,ca,38,26637,White,black,nissan-infiniti lt,14150,14600
2011,Chevrolet,Equinox,LTZ,SUV,automatic,2cnflgec6b6205342,ca,38,24779,brown,brown,walters auto sales/service inc,18000,20500
2013,Nissan,Murano,S,SUV,automatic,jn8az1mw6dw303046,ca,38,23629,white,beige,advantage rent a car/hertz,22800,18900
2011,BMW,3 Series,328i,Coupe,automatic,wbake5c57be755504,ca,38,21150,white,gray,financial services remarketing (lease),21600,22250
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c52be850559,ca,38,17962,black,black,financial services remarketing (lease),21700,22500
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7c50ba974614,ca,38,17332,black,gray,financial services remarketing (lease),21900,22250
2012,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfaflxcn004222,ca,38,15193,black,black,high bid trading co inc,22900,24250
2012,Honda,Pilot,Touring,SUV,automatic,5fnyf4h91cb041576,ca,39,78603,white,gray,barber honda,21900,23000
2010,Jeep,Compass,Sport,SUV,automatic,1j4nt4fb5ad505078,ca,39,77970,orange,black,jpmorgan chase bank n.a.,6850,8900
2011,Kia,Sorento,Base,SUV,automatic,5xykt3a19bg120904,ca,39,76997,black,gray,jpmorgan chase bank n.a.,9975,10200
2009,Mercedes-Benz,GL-Class,GL550,SUV,automatic,4jgbf86e89a494412,ca,39,73291,black,beige,high bid trading co inc,25400,24500
2010,Honda,Civic,DX-VP,Sedan,automatic,19xfa1f32ae056853,ca,39,69743,silver,gray,ahfc/honda lease trust/hvt  inc.,8125,9800
2012,Chevrolet,Cruze,LT Fleet,Sedan,automatic,1g1pe5sc1c7112914,ca,39,69407,white,gray,hoehn honda,7950,9000
2012,Ford,Focus,SEL,Hatchback,automatic,1fahp3m26cl436775,ca,39,68306,white,black,mars auto,8700,8200
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja4br180680,ca,39,68000,silver,black,wheels exchange llc,9050,10400
2011,Ford,F-150,STX,Regular Cab,automatic,1ftmf1cm5bkd36514,ca,39,67718,red,gray,lease plan usa,11500,11800
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0haxcr381264,ca,39,66109,white,gray,dtg operations inc,9325,8900
2011,Jaguar,XJ,XJL,Sedan,automatic,sajwa2gb9blv12983,ca,39,62763,green,tan,jpmorgan chase bank n.a.,31700,29000
2009,BMW,M3,Base,Coupe,automatic,wbswd93559p361571,ca,39,62568,black,black,high bid trading co inc,28300,30250
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd7cu191208,ca,39,61835,silver,black,the hertz corporation,14550,11800
2011,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb8gb5ba740340,ca,39,59892,white,beige,us bank,23400,24750
2012,Kia,Sorento,SX,SUV,automatic,5xykw4a2xcg255560,ca,39,57480,white,black,kia motors finance,18300,19400
2010,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be7aa613510,ca,39,54812,black,black,hoehn motors inc,27000,26750
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc216730,ca,39,52631,white,black,nissan motor acceptance corporation,11200,11900
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap6dl699214,ca,39,50045,gray,black,jpmorgan chase bank n.a.,10150,10600
2010,Chevrolet,Camaro,1LT,Coupe,automatic,2g1fb1ev1a9111798,ca,39,49365,gray,black,jpmorgan chase bank n.a.,15200,16200
2010,Kia,Forte,EX,Sedan,automatic,knafu4a23a5222152,ca,39,47266,white,purple,santander consumer,7125,9000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7g5xbnn07962,ca,39,46565,gray,black,financial services remarketing (lease),18300,17300
2011,Hyundai,Santa Fe,Limited,SUV,automatic,5xyzk4ag4bg002299,ca,39,46390,white,beige,hyundai buybacks,16350,13200
2013,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ab6dh539798,ca,39,45991,gray,gray,hyundai motor america/co car,15750,17200
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc126876,ca,39,44525,white,black,nissan-infiniti lt,11750,11500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c58ba443471,ca,39,44401,black,gray,financial services remarketing (lease),18100,19500
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f32ca042692,ca,39,43775,black,beige,ahfc/honda lease trust/hvt  inc. eot,11550,13000
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap9dl680169,ca,39,43769,silver,black,merchants automotive group,10100,10900
2010,Chevrolet,Camaro,1SS,Coupe,manual,2g1fs1ew9a9216243,ca,39,42836,yellow,black,santander consumer,18000,20900
2011,Hyundai,Elantra,GLS PZEV,Sedan,automatic,5npdh4ae6bh052914,ca,39,42419,silver,gray,wells fargo dealer services,10050,11700
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg8er181777,ca,39,42358,blue,black,avis rac/san leandro,15350,16200
2013,Toyota,Venza,LE,Wagon,automatic,4t3za3bb6du071712,ca,39,41829,white,beige,avis rac/san leandro,16600,17600
2013,Nissan,Rogue,S,SUV,automatic,jn8as5mv7dw126624,ca,39,41214,gray,black,merchants automotive group,14250,13400
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg2er173271,ca,39,40864,gray,black,avis corporation,15400,16500
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f57ce303128,ca,39,40568,blue,beige,ahfc/honda lease trust/hvt  inc.,10900,11900
2012,Kia,Forte,EX,Sedan,automatic,knafu4a25c5582848,ca,39,40324,white,gray,jpmorgan chase bank n.a.,9300,10000
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap8dl643520,ca,39,39904,white,black,merchants leasing,10350,10600
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c57bdu55628,ca,39,39277,brown,White,financial services remarketing (lease),29200,27500
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c57cc808572,ca,39,38866,gray,black,financial services remarketing (lease),33700,34000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c52ba448620,ca,39,38514,blue,gray,financial services remarketing (lease),18900,21000
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c5xce755675,ca,39,38166,white,White,financial services remarketing (lease),21600,22750
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f52ce384572,ca,39,38131,white,gray,ahfc/honda lease trust/hvt  inc.,11050,12200
2012,Honda,Odyssey,LX,Minivan,automatic,5fnrl5h24cb009338,ca,39,38076,gray,gray,ahfc/honda lease trust/hvt  inc. eot,15150,17400
2012,Jaguar,XF,Portfolio,Sedan,automatic,sajwa0hb0cls24919,ca,39,37908,black,brown,jpmorgan chase bank n.a.,29900,30500
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap4dn548218,ca,39,37395,white,beige,avis corporation,13150,13400
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4bt007928,ca,39,36905,white,tan,nissan-infiniti lt,9300,10500
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh549834,ca,39,36564,White,beige,hyundai motor finance,12450,12400
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4dh712021,ca,39,36416,blue,gray,enterprise vehicle exchange/orange,12150,11400
2012,Honda,Pilot,LX,SUV,automatic,5fnyf3h25cb039536,ca,39,35374,silver,gray,barber honda,17400,17200
2013,Nissan,Murano,SV,SUV,automatic,jn8az1mw6dw312782,ca,39,35138,white,beige,avis rac/san leandro,17600,20500
2012,Chevrolet,Equinox,LS,SUV,automatic,2gnalbek2c6216033,ca,39,34294,white,black,ge fleet services for itself/servicer,13750,14750
2011,Ford,Mustang,V6,Coupe,automatic,1zvbp8am2b5169573,ca,39,34154,black,black,san diego sports cars,14250,16000
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap3bl724562,ca,39,32993,black,gray,nissan-infiniti lt,9600,10800
2011,Honda,Accord,LX,Sedan,automatic,1hgcp2f32ba077747,ca,39,32555,blue,black,exeter finance corp,10800,12800
2013,Nissan,Rogue,SV,SUV,automatic,jn8as5mt8dw001968,ca,39,32117,red,black,wells fargo dealer services,15800,15800
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg1eh134608,ca,39,31991,black,black,chrysler capital,15350,17250
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c58be743926,ca,39,31946,black,black,financial services remarketing (lease),28200,27000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn442160,ca,39,31174,White,black,nissan-infiniti lt,12600,12250
2012,Ford,Focus,Titanium,Hatchback,automatic,1fahp3n22cl337238,ca,39,29499,black,black,ford motor credit company llc pd,12900,14900
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et3ckd61619,ca,39,27465,black,gray,ford motor credit company llc pd,26300,28800
2011,Ford,Edge,SE,SUV,automatic,2fmdk3gc5bba57689,ca,39,27355,silver,beige,remarketing by ge/manheim california,15150,7750
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f37ca141511,ca,39,27112,gray,black,ahfc/honda lease trust/hvt  inc. eot,12250,13500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g53bnm82973,ca,39,26763,red,black,financial services remarketing (lease),20500,22000
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh648748,ca,39,25895,white,beige,jpmorgan chase bank n.a.,12850,12900
2011,Hyundai,Santa Fe,GLS,SUV,automatic,5xyzgdag3bg083393,ca,39,25305,blue,gray,hyundai buybacks,15200,12000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c59bf093111,ca,39,22843,white,gray,financial services remarketing (lease),21000,22250
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn499901,ca,39,20829,white,gray,nissan-infiniti lt,13300,13250
2012,Honda,CR-V,EX,SUV,automatic,5j6rm3h55cl046630,ca,39,19438,burgundy,gray,ahfc/honda lease trust/hvt  inc.,18400,18600
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct026805,ca,39,18201,white,beige,nissan-infiniti lt,11500,12500
2011,BMW,5 Series,528i,Sedan,automatic,wbafr1c59bds35793,ca,39,17456,gray,black,financial services remarketing (lease),28500,28500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g58bnn59188,ca,39,17258,black,black,financial services remarketing (lease),21900,22750
2012,Kia,Optima,Hybrid,Sedan,automatic,knagm4adxc5024323,ca,39,12267,silver,black,kia motors america  inc,16350,17000
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh8du258211,ca,39,12154,white,black,hyundai motor america/co car,27900,27500
2012,Chevrolet,Silverado 1500,Work Truck,Extended Cab,automatic,1gcrkpea6cz132644,ca,39,10482,white,gray,merchants automotive group,20600,20200
2015,Nissan,Versa,1.6 SL,Sedan,manual,3n1cn7ap7fl842707,ca,39,1608,purple,black,nissan-infiniti lt,10900,11000
2011,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj1bm111964,ca,41,73147,silver,black,star ford lincoln,6500,6800
2011,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ef6bfa44290,ca,41,71995,gray,gray,fox rent a car,21000,21800
2012,Ford,Fusion,Hybrid,Sedan,automatic,3fadp0l39cr356699,ca,41,65771,blue,black,m/r motors inc,11900,12200
2012,Ford,Fusion,Hybrid,Sedan,automatic,3fadp0l39cr226339,ca,41,64948,white,black,m/r motors inc,12050,12000
2012,Ford,Mustang,V6,Coupe,automatic,1zvbp8am1c5212091,ca,41,64757,white,black,chrysler capital,12750,13250
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e3xc1252099,ca,41,62386,black,black,santander consumer,9025,9300
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn424407,ca,41,60795,silver,black,nissan-infiniti lt,10650,12500
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5e09cf392717,ca,41,60662,silver,black,the hertz corporation,9475,9600
2011,Ford,Escape,XLT,SUV,automatic,1fmcu9d74bkc54178,ca,41,57710,White,beige,wheels exchange llc,12050,12600
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e30c1116290,ca,41,56524,white,black,cig financial,9350,9200
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap5cc225980,ca,41,53345,white,black,onemain rem/delta dealer,11150,8400
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c55be575995,ca,41,46979,white,black,financial services remarketing (lease),23000,23000
2012,Ford,F-150,Lariat,SuperCab,automatic,1ftfx1ef6cfc80260,ca,41,46444,red,black,ford motor credit company llc pd,26300,25600
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt3cw291728,ca,41,44066,black,black,nissan motor acceptance corporation,15650,14250
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5en4a1167899,ca,41,43986,white,gray,lbs financial credit union,8050,7900
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap5bc845430,ca,41,43941,white,tan,nissan-infiniti lt,16200,17500
2012,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae0cu324537,ca,41,43939,black,gray,hyundai motor finance,9950,11000
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f34ca044475,ca,41,42418,gray,black,ahfc/honda lease trust/hvt  inc. eot,11600,12800
2011,BMW,3 Series,335d,Sedan,automatic,wbapn7c53bf184265,ca,41,42405,black,black,financial services remarketing (lease),21800,25750
2011,BMW,X5,xDrive35i,SUV,automatic,5uxzv4c57bl738207,ca,41,41298,gray,brown,ln auto center inc,29400,27750
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg0er181613,ca,41,40862,red,black,avis corporation,15400,16500
2011,Nissan,Armada,Platinum,SUV,automatic,5n1aa0nd9bn606024,ca,41,40671,White,black,nissan north america inc.,20900,27000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn421206,ca,41,40578,beige,beige,nissan-infiniti lt,12000,12000
2011,Jeep,Liberty,Sport,SUV,automatic,1j4pn2gk0bw581299,ca,41,40432,green,black,ge fleet services for itself/servicer,14650,14750
2013,Toyota,Tacoma,V6,Double Cab,automatic,3tmmu4fn0dm052604,ca,41,39631,white,gray,american road leasing inc,25800,27000
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dn536852,ca,41,39364,silver,black,avis corporation,12800,13500
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac0ch395644,ca,41,39132,blue,gray,hyundai motor finance,10950,12100
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jaxcr146051,ca,41,39057,White,tan,wheels exchange llc,12200,10800
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb5e7115504,ca,41,37938,black,black,avis rac/san leandro,12950,13700
2011,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c54blw13930,ca,41,37428,brown,brown,ubs wholesale,26300,25250
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c5xcf346666,ca,41,36617,black,black,financial services remarketing (lease),23900,23500
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2ch392101,ca,41,36369,white,beige,hyundai motor finance,11100,12700
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8ch376601,ca,41,35584,black,beige,hyundai motor finance,11150,12700
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp3ct023930,ca,41,35541,blue,gray,nissan-infiniti lt,10500,11000
2012,Honda,Accord,EX-L V-6,Coupe,automatic,1hgcs2b82ca009420,ca,41,34331,black,black,ahfc/honda lease trust/hvt  inc.,16300,17400
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c53cdx03875,ca,41,32960,white,tan,financial services remarketing (lease),31000,29250
2011,Jaguar,XF,Base,Sedan,automatic,sajwa0fbxbls07899,ca,41,32817,white,tan,jpmorgan chase bank n.a.,25100,27500
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb5ca575132,ca,41,32178,black,black,mercedes-benz financial services,28500,28500
2013,Jeep,Compass,Latitude,SUV,automatic,1c4njceb2dd229860,ca,41,32090,white,black,chrysler capital,12600,13900
2011,Mercedes-Benz,E-Class,E350,Coupe,automatic,wddkj5gb6bf076399,ca,41,32058,black,gray,mercedes-benz financial services,27300,23000
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc6cba33928,ca,41,31495,blue,black,ford motor credit company llc pd,19550,18300
2012,Hyundai,Santa Fe,SE,SUV,automatic,5xyzh4ag9cg121238,ca,41,30188,White,gray,hyundai buybacks,14000,12500
2012,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae7cu384167,ca,41,29954,blue,beige,hyundai motor finance,10600,11300
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c5xba447103,ca,41,29856,gray,black,financial services remarketing (lease),20100,22000
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb3ca561858,ca,41,28489,White,off-white,mercedes-benz financial services,29200,29000
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5e0xcf296157,ca,41,27370,white,black,wheels exchange llc,10950,12200
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dc163500,ca,41,26640,white,black,nissan-infiniti lt,14150,15250
2011,Jaguar,XF,Base,Sedan,automatic,sajwa0fb5bls02111,ca,41,26431,blue,gray,jpmorgan chase bank n.a.,25900,27500
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc129546,ca,41,25209,White,black,nissan-infiniti lt,13000,15400
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c54be743406,ca,41,24708,black,tan,financial services remarketing (lease),29100,29000
2013,Hyundai,Equus,Signature,Sedan,automatic,kmhgh4jh9du063479,ca,41,22961,gray,black,hyundai buybacks,31500,25000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcc125390,ca,41,22467,white,black,nissan-infiniti lt,13200,13000
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dc208697,ca,41,21968,white,beige,nissan dealer blend/ross nissan of el monte,13650,13750
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad1d5055882,ca,41,21258,white,beige,kia motors america  inc,15900,16400
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hb6df988399,ca,41,19780,black,black,mercedes-benz financial services,25300,23750
2014,Chevrolet,Camaro,LT,Coupe,automatic,2g1fb1e33e9211499,ca,41,17594,gray,black,midway hfc fleet/ars,21500,19600
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hbxdf967359,ca,41,16486,White,black,mercedes-benz financial services,25600,23500
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dn529198,ca,41,13675,beige,tan,nissan-infiniti lt,15150,14750
2013,Kia,Rio,EX,Hatchback,automatic,knadn5a33d6283020,ca,41,11342,black,black,jpmorgan chase bank n.a.,10500,12000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn413739,ca,41,6265,black,gray,nissan-infiniti lt,14250,13000
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dc233006,ca,41,5997,White,beige,nissan-infiniti lt,15700,17250
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn453946,ca,42,74249,white,black,nissan motor acceptance corporation,9775,10250
2011,Hyundai,Genesis,4.6,Sedan,automatic,kmhgc4df3bu144936,ca,42,62438,silver,black,hyundai motor finance,15950,15000
2011,BMW,7 Series,740i,Sedan,automatic,wbaka4c59bc612751,ca,42,62079,black,black,audi of downtown l a,28800,27750
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57569nl79279,ca,42,60755,white,gray,exeter finance corp,12400,14500
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be1ca778875,ca,42,59052,black,gray,mercedes-benz finc wholesale advantage,27600,30250
2010,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb5gb6aa617403,ca,42,57938,green,beige,walters auto sales/service inc,21500,21750
2011,Kia,Soul,!,Wagon,automatic,kndjt2a20b7339570,ca,42,52846,green,black,kia motors finance,9275,11000
2011,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c59bl417549,ca,42,51126,black,black,financial services remarketing (lease),29500,28250
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c5xcdw92356,ca,42,50727,white,black,high bid trading co inc,28400,26750
2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8em5c5273356,ca,42,46700,red,black,dtg operations inc,11700,11500
2012,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f45ca052366,ca,42,46058,silver,black,ahfc/honda lease trust/hvt  inc. eot,11850,13200
2012,Toyota,Tundra,Tundra,Double Cab,automatic,5tfty5f15cx007590,ca,42,45514,white,gray,toyota financial services,20600,21400
2011,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,3tmju4gn9bm120560,ca,42,44257,white,gray,high bid trading co inc,21400,23000
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c53cdw24139,ca,42,43112,gray,black,financial services remarketing (lease),28900,29000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g53bnm77885,ca,42,42886,white,beige,financial services remarketing (lease),18050,18000
2012,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c56cl725811,ca,42,42148,gray,gray,financial services remarketing (lease),25700,29000
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp3ck229013,ca,42,41746,white,beige,wells fargo dealer services,8275,9300
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cn413411,ca,42,41516,White,black,nissan-infiniti lt,11950,13500
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg5er181591,ca,42,41512,black,black,avis corporation,15350,16400
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,2c4rdgeg0er183696,ca,42,41508,white,black,avis corporation,19000,19100
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg2er173013,ca,42,41206,black,black,avis corporation,15400,16600
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g55bnm80836,ca,42,40691,white,black,financial services remarketing (lease),19050,18750
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh745416,ca,42,40593,white,beige,enterprise veh exchange/rental,11900,12000
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb4e7102937,ca,42,40560,gray,brown,avis corporation,12800,12800
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb0e7134820,ca,42,39623,blue,black,avis corporation,13350,13200
2013,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu4bf7dk163319,ca,42,39437,orange,black,toyota financial services/avis budget group-open,26600,26500
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb2e7105471,ca,42,37888,gray,black,enterprise vehicle exchange/orange,11600,11500
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap3bc859827,ca,42,37451,black,black,nissan-infiniti lt,16650,18750
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd8cu158072,ca,42,35967,gold,beige,hyundai motor finance,16750,18600
2011,Honda,Civic,LX,Sedan,automatic,2hgfa1f54bh519083,ca,42,35122,red,beige,santander consumer,9625,11900
2012,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae4cu324640,ca,42,34411,black,beige,hyundai motor finance,10350,11600
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb6cr221246,ca,42,33942,white,gray,hoehn motors inc,21600,21000
